schlcode,c_size,grade,classid,classize,avgmath,avgverb,pct_disadvantaged
31145,127,5,1,35,71.139999,80.139999,2
31145,127,5,2,36,78.129997,82.290001,2
31145,127,5,3,32,74.260002,80.480003,2
31148,92,5,1,34,60.32,74,14
31148,92,5,2,29,55.59,68.300003,14
31148,92,5,3,29,60.16,66.279999,14
31151,29,5,1,29,70,80,9
31152,51,5,1,26,74.279999,79.559998,5
31152,51,5,2,25,74.199997,84.040001,5
31153,99,5,1,28,77.68,85.169998,2
31153,99,5,2,32,81.260002,81.419998,2
31153,99,5,3,28,76.220001,79.260002,2
31154,10,5,1,10,72.199997,77.400002,40
31156,117,5,1,36,68.860001,78.230003,6
31156,117,5,2,33,63.84,73.870003,6
31156,117,5,3,30,62.259998,77.739998,6
31157,81,5,2,29,70.589996,70.800003,17
31157,81,5,1,30,67.410004,69.272728,17
31159,49,5,1,21,73,71.959999,57
31160,95,5,2,30,54.18,73.68,5
31160,95,5,3,33,71.029999,82.360001,5
31160,95,5,1,32,62.131332,76.762756,5
31161,92,5,1,28,75.919998,80.120003,5
31161,92,5,3,30,77.860001,82.419998,5
31161,92,5,2,34,74.434998,80.547882,5
31162,69,5,1,34,72.32,82.419998,13
31162,69,5,2,35,78.940002,83.309998,13
31164,25,5,1,25,76,82,15
31165,20,5,1,20,69.699997,75.699997,43
31167,14,5,1,14,81.269997,86.099998,4
31168,11,5,1,11,81.82,87.449997,0
31188,127,5,1,34,61.060001,67.029999,15
31188,127,5,2,34,53.810001,67.830002,15
31188,127,5,3,35,62.290001,67,15
31189,113,5,1,35,64.360001,73.75,7
31189,113,5,2,30,63.32,77.650002,7
31189,113,5,3,28,57.119999,71.760002,7
31207,44,5,1,31,52,75.190002,9
31208,92,5,1,29,80,84,2
31208,92,5,2,30,68.199997,74.720001,2
31208,92,5,3,33,75,72.269997,2
31209,92,5,2,38,77.480003,85.110001,8
31209,92,5,1,38,73.030586,79.455452,8
31210,78,5,1,40,80.529999,83.239998,3
31210,78,5,2,38,81.330002,83.949997,3
31212,29,5,1,29,56,66,44
31213,70,5,1,27,79.580002,73,20
31213,70,5,2,29,79.139999,77.269997,20
31214,35,5,1,25,81,84,4
31216,150,5,1,38,77.919998,84.489998,6
31216,150,5,2,30,70.43,79.879997,6
31216,150,5,4,33,74,80.410004,6
31216,150,5,3,34,76.811852,86.499283,6
31217,116,5,1,34,47.73,52.25,26
31217,116,5,2,35,55.529999,69.239998,26
31217,116,5,3,34,59.277859,71.629997,26
31219,47,5,1,19,31.450001,46.77,40
31219,47,5,2,19,47,54,40
31220,121,5,2,38,67.709999,70.709999,11
31220,121,5,3,38,75.970001,76.110001,11
31220,121,5,1,36,59.647778,65.578827,11
31222,42,5,1,21,63.880001,66.760002,44
31222,42,5,2,21,62.220001,73.059998,44
31224,22,5,1,22,48.57,52.369999,50
31232,24,5,1,12,60.82,76.18,6
31235,100,5,3,31,75.040001,76.629997,3
31235,100,5,4,14,80.07,76.269997,3
31235,100,5,2,28,75.966553,78.114227,3
31237,48,5,1,27,87.050003,86.43,2
31237,48,5,2,21,77.25,83.309998,2
31238,59,5,1,29,71.900002,69.040001,6
31238,59,5,2,30,68.550003,73,6
31239,66,5,1,33,67.480003,77.940002,6
31239,66,5,2,33,70.472504,81.995628,6
31242,89,5,1,38,69.209999,79.709999,10
31242,89,5,2,39,62.740002,70.919998,10
31243,113,5,1,39,81,84.489998,0
31243,113,5,2,36,77.260002,85.360001,0
31243,113,5,3,38,70.089996,84.139999,0
31250,117,5,1,38,63.259998,80.169998,7
31250,117,5,2,40,67.150002,76.779999,7
31250,117,5,3,39,55.84,69.589996,7
31252,150,5,2,37,74.889999,76.139999,4
31252,150,5,3,37,72.860001,80.669998,4
31252,150,5,1,37,79.997108,83.053787,4
31253,59,5,1,26,61.450001,72.400002,23
31253,59,5,2,24,53.130436,64.173912,23
31255,21,5,1,21,58.790001,60.93,46
31256,60,5,1,30,78,80.839996,5
31256,60,5,2,30,79.400002,79.199997,5
31257,121,5,1,37,66.769997,68.709999,7
31257,121,5,2,36,86.410004,83.650002,7
31257,121,5,3,35,84.419998,80.330002,7
31259,43,5,1,24,56,77,31
31260,34,5,1,15,44,54,30
31261,130,5,2,38,64.629997,71.5,6
31261,130,5,3,38,70.5,76.529999,6
31261,130,5,1,37,69.585831,87.311821,6
31262,45,5,1,24,77.589996,83,10
31262,45,5,2,21,65.32,82.160004,10
31265,41,5,1,27,75.540001,82.919998,5
41001,36,5,1,23,80.889999,83.32,8
41002,130,5,1,35,67.150002,78.209999,3
41002,130,5,3,37,74.209999,81.120003,3
41002,130,5,2,38,65.736,77.743889,3
41003,41,5,1,21,68.879997,73.290001,31
41003,41,5,2,20,64.769997,68.849998,31
41006,15,5,1,15,68.129997,72.129997,19
41009,58,5,1,24,81.07,81.790001,10
41009,58,5,2,24,74.860001,81.279999,10
41010,45,5,1,23,71.620003,76.620003,10
41010,45,5,2,22,54.77182,61.380001,10
41012,29,5,1,29,58.16,63.84,33
41016,11,5,1,11,52.82,59.779999,28
41017,29,5,1,29,65.07,64.93,30
41018,30,5,1,30,72.809998,84.059998,1
41019,27,5,1,27,78.699997,81,5
41020,134,5,2,35,71.230003,73.769997,2
41020,134,5,3,33,79.68,79.43,2
41020,134,5,4,31,62.860001,73.639999,2
41020,134,5,1,35,69.536667,80.676064,2
41023,51,5,1,24,78.650002,76.260002,11
41023,51,5,2,27,71.771156,75.769997,11
41024,43,5,1,20,62.689999,85.809998,11
41024,43,5,2,23,60.52,88.379997,11
41025,52,5,1,25,70.169998,76.050003,11
41025,52,5,2,27,69.848892,77.746429,11
41029,89,5,1,30,62.830002,77.860001,0
41029,89,5,2,29,66.150002,77.959999,0
41029,89,5,3,30,67.959999,82.080002,0
41030,19,5,1,19,57.939999,76.720001,0
41032,107,5,1,34,80.040001,80.93,12
41032,107,5,2,34,73.790001,71.959999,12
41032,107,5,3,31,79.568573,74.677139,12
41034,73,5,1,33,71.589996,79.790001,12
41034,73,5,2,29,75.959999,80.040001,12
41035,41,5,2,21,62.700001,69.050003,21
41035,41,5,1,20,61.363636,67.045456,21
41037,58,5,1,20,66.32,69.470001,18
41037,58,5,2,22,60.43,70.900002,18
41039,32,5,1,32,58,66,24
41040,73,5,1,32,67.940002,78.099998,6
41040,73,5,2,31,76.970001,79.25,6
41041,21,5,1,21,73.139999,78.099998,9
41045,96,5,1,31,61.610001,67.809998,10
41045,96,5,2,34,74.879997,78.809998,10
41045,96,5,3,31,68.269997,68.669998,10
41046,19,5,1,19,78,76.879997,6
41058,42,5,1,22,69.57,78.300003,16
41058,42,5,2,20,65.110001,82,16
41059,16,5,1,16,72.059998,78.629997,40
41060,92,5,1,29,69.559998,74.629997,10
41060,92,5,2,32,66.910004,75.970001,10
41060,92,5,3,31,61.681377,71.239655,10
41061,87,5,1,35,63.09,76.360001,12
41061,87,5,2,38,54.490002,69.860001,12
41062,139,5,1,34,74.900002,71.57,13
41062,139,5,2,28,74.32,86.269997,13
41062,139,5,4,31,64.029999,74.860001,13
41063,67,5,1,32,73.559998,79.190002,20
41063,67,5,2,35,62.209999,67.800003,20
41066,22,5,1,22,59,71,22
41068,23,5,1,23,73.269997,78.32,0
41071,73,5,1,36,63.09,73.940002,3
41071,73,5,2,37,69.410004,77.080002,3
41072,41,5,1,21,72.589996,79.18,9
41072,41,5,2,20,69.389999,83.610001,9
41073,119,5,1,34,73.129997,80,4
41073,119,5,3,37,77.82,81.760002,4
41073,119,5,2,38,73.705528,75.327568,4
41074,20,5,1,20,71.550003,65.599998,11
41077,66,5,1,32,68.220001,72.309998,25
41077,66,5,2,34,67.75724,75.86483,25
41078,226,5,2,38,77.510002,81.599998,9
41078,226,5,3,36,72.220001,74.059998,9
41078,226,5,4,35,75.790001,82.059998,9
41078,226,5,5,36,69.470001,78.779999,9
41078,226,5,6,37,74.32,74.970001,9
41079,25,5,1,25,57,59,34
41080,43,5,1,34,50.209999,64.260002,35
41081,84,5,1,27,64.660004,71.620003,16
41081,84,5,3,29,66.269997,68.93,16
41081,84,5,2,28,70.095169,66.447586,16
41082,17,5,1,17,72.629997,70.440002,41
41083,14,5,1,14,79.800003,73.5,54
41084,68,5,1,31,73.599998,77.5,6
41084,68,5,2,25,73.959999,77.459999,6
41085,158,5,2,37,81.209999,83.190002,4
41085,158,5,3,39,81.489998,79,4
41085,158,5,5,11,76.690002,77.089996,4
41085,158,5,1,36,76.376762,85.19912,4
41086,188,5,1,39,73.870003,74.940002,5
41086,188,5,2,35,77.389999,76.139999,5
41086,188,5,3,38,79.459999,77.360001,5
41086,188,5,4,40,74.849998,74.080002,5
41086,188,5,5,37,79.970001,80.160004,5
41087,97,5,1,34,66,70.139999,9
41087,97,5,2,32,67.32,70.110001,9
41087,97,5,3,31,74.029999,72.169998,9
41089,97,5,1,42,65.5,69.75,18
41089,97,5,2,43,57.82,60.029999,18
41091,78,5,1,39,71.459999,72.779999,11
41091,78,5,2,39,82.394211,81.220001,11
41092,28,5,1,28,57.07,68.220001,16
41093,27,5,1,25,61.330002,69.529999,51
41094,23,5,1,23,83.769997,83.730003,3
41095,51,5,1,23,84.199997,81.150002,26
41095,51,5,2,23,83.290001,79.620003,26
41096,41,5,1,20,57.650002,62.220001,36
41096,41,5,2,21,67.18,69.410004,36
41097,43,5,1,22,72.809998,80.43,8
41097,43,5,2,21,60.849998,79.900002,8
41098,38,5,1,38,38.18,56.560001,36
41099,55,5,1,25,56.110001,63.57,27
41099,55,5,2,30,48.650002,58.560001,27
41100,62,5,1,31,63.060001,72.660004,23
41100,62,5,2,31,71.129997,65.900002,23
41101,44,5,1,23,51.380001,60.950001,43
41101,44,5,2,21,45.82,59.330002,43
41105,33,5,1,33,62.220001,76.370003,40
41106,103,5,2,35,73.889999,74.690002,4
41106,103,5,3,28,85.480003,80.480003,4
41106,103,5,4,11,66.480003,73.739998,4
41108,54,5,1,27,77.519997,74.629997,20
41108,54,5,2,27,71.43,75.190002,20
41111,82,5,1,34,68.379997,79.480003,11
41111,82,5,2,28,78.825218,82.916519,11
41114,23,5,1,23,72.5,84.889999,2
41116,140,5,1,32,58.830002,70.970001,9
41116,140,5,2,38,76.309998,79.800003,9
41116,140,5,4,34,68.940002,76.970001,9
41116,140,5,3,36,73.974854,79.163612,9
41118,54,5,1,25,66.089996,74.5,4
41118,54,5,2,29,81.139999,81.209999,4
41122,19,5,1,19,63,76,11
41125,70,5,1,30,78.25,78.949997,10
41125,70,5,2,28,80.790001,76.18,10
41126,82,5,1,41,74.970001,81.699997,5
41126,82,5,2,41,85.050003,85.230003,5
41127,56,5,1,28,74.540001,75.849998,17
41127,56,5,2,28,78.459999,73.150002,17
41129,24,5,1,24,48.669998,58.650002,33
41131,47,5,1,23,78.610001,80.519997,0
41131,47,5,2,24,77.639999,79.5,0
41132,58,5,1,28,75,78.57,0
41132,58,5,2,30,84.18,84.07,0
41134,51,5,1,24,47.700001,47.790001,31
41134,51,5,2,27,72.260002,81.089996,31
41135,157,5,1,39,80.239998,82.349998,8
41135,157,5,2,39,74.440002,77.470001,8
41135,157,5,3,40,82.400002,88.660004,8
41135,157,5,4,39,74.693336,79.243027,8
41136,63,5,1,31,74.059998,78.029999,24
41136,63,5,2,32,80.93,82.07,24
41137,134,5,1,40,83.620003,81.889999,15
41137,134,5,2,40,83.919998,88.889999,15
41137,134,5,3,40,79.919998,79.239998,15
41138,173,5,1,40,72.269997,75.940002,13
41138,173,5,2,38,80.290001,80.410004,13
41138,173,5,3,40,74.809998,78.620003,13
41138,173,5,4,40,72.790001,74.190002,13
41139,129,5,1,31,73.589996,69.480003,12
41139,129,5,2,28,71.639999,76.360001,12
41139,129,5,3,34,72,71.849998,12
41139,129,5,4,36,68.849998,74.82,12
41140,64,5,2,26,59.110001,60.110001,40
41140,64,5,3,12,54.099998,61.57,40
41142,139,5,2,32,75.769997,76.389999,11
41142,139,5,3,37,85.029999,86.540001,11
41142,139,5,4,34,83.089996,80.940002,11
41142,139,5,1,36,75.261612,75.225487,11
41143,46,5,1,22,70.330002,68.669998,40
41143,46,5,2,24,54.71125,63.997501,40
41144,88,5,1,27,78.080002,73.459999,35
41144,88,5,2,31,68.669998,69.160004,35
41144,88,5,3,30,73.120003,70.559998,35
41145,28,5,1,28,66.089996,71.57,19
41146,46,5,1,22,69.449997,68.099998,41
41146,46,5,2,24,63.669998,62,41
41148,59,5,1,29,54.209999,59.32,46
41148,59,5,2,30,53.369999,64.970001,46
41149,127,5,2,33,71.690002,75,19
41149,127,5,3,30,62.16,69.790001,19
41149,127,5,4,32,66,75.07,19
41149,127,5,1,32,72.154839,67.99968,19
41150,38,5,1,38,76.470001,83.650002,1
41153,10,5,1,10,62,75,0
41154,17,5,1,17,77.239998,81.529999,0
41155,76,5,1,33,72.089996,79.559998,1
41155,76,5,2,31,78.239998,82.660004,1
41160,126,5,1,39,69.150002,75,11
41160,126,5,2,39,78.32,80,11
41160,126,5,3,38,72.839996,80.160004,11
41161,166,5,1,32,72.519997,83.480003,3
41161,166,5,2,33,62.470001,76.720001,3
41161,166,5,3,34,80.650002,82.970001,3
41161,166,5,4,34,73.309998,82.459999,3
41161,166,5,5,33,74.897812,79.420341,3
41162,84,5,1,28,50.169998,66.410004,9
41162,84,5,2,30,66.110001,68.889999,9
41162,84,5,3,26,92.690002,93.809998,9
41163,64,5,1,31,57.279999,80.339996,8
41163,64,5,2,33,57.43,82.790001,8
41164,15,5,1,15,55.360001,68,16
41165,97,5,1,33,65.169998,70.220001,10
41165,97,5,2,33,68.830002,74.800003,10
41165,97,5,3,31,68.199997,76.199997,10
41166,100,5,1,34,79.339996,75.879997,12
41166,100,5,2,33,74.879997,78.669998,12
41166,100,5,3,33,83.650002,78.190002,12
41167,28,5,1,28,62.32,73.610001,8
41168,108,5,1,35,62.540001,68.110001,4
41168,108,5,2,37,75.43,74.400002,4
41168,108,5,3,36,66.029999,76.639999,4
41169,73,5,1,38,73.639999,75.580002,10
41169,73,5,2,39,66.379997,67.419998,10
41170,84,5,1,27,56.119999,62.68,11
41170,84,5,3,28,72.589996,69.5,11
41170,84,5,2,29,75.260002,77.185188,11
41172,84,5,1,28,74.889999,81.190002,10
41172,84,5,2,30,80.290001,82.519997,10
41172,84,5,3,26,75.678398,75.993202,10
41173,83,5,1,27,85.440002,78.879997,10
41173,83,5,2,28,79.959999,81.580002,10
41173,83,5,3,28,82.809998,84.269997,10
41174,123,5,1,34,61.029999,71.330002,12
41174,123,5,2,27,60.380001,61.240002,12
41174,123,5,3,35,54.580002,69.389999,12
41174,123,5,4,27,69.730385,73.009232,12
41176,24,5,1,24,67.519997,68.900002,43
41178,49,5,1,24,87.830002,87.870003,5
41178,49,5,2,25,81.43,79.300003,5
41179,61,5,1,32,71.93,78.080002,5
41179,61,5,2,29,74,76.080002,5
41181,53,5,1,22,61.779999,69.559998,20
41181,53,5,2,21,72.220001,78.440002,20
41182,37,5,1,25,61.540001,73.18,45
41183,69,5,1,29,76.790001,80.790001,2
41183,69,5,2,32,79.610001,82.739998,2
41184,49,5,1,24,74.650002,77.260002,26
41184,49,5,2,25,78,79.480003,26
41185,63,5,1,28,57.709999,70.459999,20
41185,63,5,2,27,64.739998,71.849998,20
41186,47,5,1,25,65.239998,70.5,24
41186,47,5,2,22,66.209999,71.610001,24
41187,98,5,2,34,80.879997,80.160004,3
41187,98,5,3,33,74.940002,70.449997,3
41187,98,5,1,31,78.087097,77.255806,3
41189,54,5,1,27,79.190002,64.349998,14
41189,54,5,2,27,69.260002,63.52,14
41190,199,5,1,37,76.349998,72.589996,7
41190,199,5,2,40,79.93,78.720001,7
41190,199,5,4,36,72.349998,78.769997,7
41190,199,5,5,37,85.5,81.660004,7
41190,199,5,3,38,70.974327,73.679733,7
41191,122,5,1,36,70.199997,73.059998,16
41191,122,5,3,35,64.290001,73.209999,16
41191,122,5,2,37,66.432571,75.660004,16
41193,44,5,1,20,55.68,69.449997,21
41193,44,5,2,24,59,69.650002,21
41194,80,5,1,22,82.169998,84.209999,17
41194,80,5,2,30,73.139999,77.68,17
41194,80,5,3,28,73.690002,81.519997,17
41195,111,5,2,31,78.599998,78.400002,7
41195,111,5,3,28,69.040001,69.699997,7
41195,111,5,1,31,76.959999,76.522224,7
41197,98,5,1,31,76.349998,82.080002,12
41197,98,5,3,34,86.209999,79.550003,12
41197,98,5,2,33,85.955925,81.51741,12
41198,51,5,1,25,80.669998,81.43,6
41198,51,5,2,26,80.75,77.5,6
41199,109,5,1,37,84.760002,84.580002,5
41199,109,5,2,37,76.889999,79.139999,5
41199,109,5,3,35,86.290001,84.790001,5
41202,112,5,1,38,81.480003,81.449997,4
41202,112,5,2,37,84.690002,83.599998,4
41202,112,5,3,37,76.209999,78.790001,4
41203,119,5,2,39,68.699997,79.089996,7
41203,119,5,3,40,79.199997,81.260002,7
41203,119,5,1,40,76.691666,76.784325,7
41206,67,5,1,34,75.349998,74.029999,10
41206,67,5,2,33,71.419998,76.93,10
41208,92,5,1,28,64.480003,80.190002,7
41208,92,5,2,26,78.269997,83.5,7
41208,92,5,3,28,74.889999,82.699997,7
41210,80,5,2,40,64.209999,63.740002,19
41210,80,5,1,40,74.056114,76.429192,19
41212,96,5,1,32,69.589996,64.720001,12
41212,96,5,3,33,64.879997,71.629997,12
41212,96,5,2,31,66.514839,70.703224,12
41214,21,5,1,21,53.709999,59.290001,41
41217,49,5,1,23,60.41,62.360001,46
41217,49,5,2,26,63.52087,71.438263,46
41218,28,5,1,28,69.849998,73.879997,2
41220,125,5,1,38,66.370003,78.18,3
41220,125,5,3,40,64.889999,78.160004,3
41220,125,5,2,35,66.907097,80.965332,3
41221,155,5,1,35,78.150002,80.970001,5
41221,155,5,3,37,76.830002,77.260002,5
41221,155,5,4,36,77.82,82.470001,5
41221,155,5,2,36,75.289146,83.340286,5
41225,135,5,1,32,80,79.870003,8
41225,135,5,3,31,81.029999,83.760002,8
41225,135,5,4,29,75.209999,80.339996,8
41225,135,5,2,32,75.519997,80,8
41227,36,5,1,36,64.089996,77.660004,2
41232,19,5,1,19,64.32,79.949997,0
41234,101,5,1,34,61.450001,74.580002,5
41234,101,5,2,32,62.279999,78.209999,5
41234,101,5,3,35,71.089996,78.169998,5
41236,23,5,1,23,50,66,33
41237,19,5,1,19,70.870003,85.129997,34
41274,19,5,1,19,43.560001,44.189999,28
41275,34,5,1,34,65.620003,82.690002,4
41276,92,5,1,29,83.620003,79.540001,2
41276,92,5,2,32,89.330002,86.129997,2
41276,92,5,3,31,75.739998,81.779999,2
41277,80,5,1,32,59.84,63.68,11
41277,80,5,2,33,59.970001,66.43,11
41282,64,5,1,30,59.32,65.43,14
41282,64,5,2,34,55.360001,67.639999,14
41284,109,5,1,36,69.370003,72.169998,8
41284,109,5,2,37,67.080002,67.269997,8
41284,109,5,3,36,62.939999,68.029999,8
41285,74,5,1,37,61.060001,58.939999,21
41285,74,5,2,37,59.639999,64,21
41287,111,5,1,37,73.169998,79.970001,18
41287,111,5,3,37,74.330002,80.970001,18
41287,111,5,2,37,59.731819,73.060936,18
41288,37,5,1,37,60.470001,63.650002,7
41289,39,5,2,14,37.580002,46.669998,44
41289,39,5,1,25,45.956364,47.18,44
41290,79,5,1,25,69.959999,80.040001,3
41290,79,5,2,29,77.459999,76.25,3
41290,79,5,3,25,74.179131,77.91304,3
41293,100,5,1,34,79.099998,75.889999,2
41293,100,5,2,34,82.93,77.589996,2
41293,100,5,3,32,81.809998,81.629997,2
41294,57,5,1,31,69.080002,75.959999,7
41294,57,5,2,26,65.669998,80.379997,7
41296,47,5,1,24,71.379997,67.580002,33
41296,47,5,2,23,72.783157,70.793686,33
41298,160,5,1,40,81.709999,76.290001,8
41298,160,5,2,40,76.769997,76.18,8
41298,160,5,4,40,73.889999,74.830002,8
41298,160,5,3,40,79.408974,72.691055,8
41303,94,5,1,31,65.739998,73.150002,14
41303,94,5,2,32,68.830002,77.459999,14
41303,94,5,3,31,69.580772,74.650383,14
41304,41,5,1,21,69.279999,75.43,15
41305,19,5,1,19,85.940002,84.279999,44
41306,31,5,1,31,50,58,40
41308,70,5,1,26,69.300003,77.519997,9
41308,70,5,2,27,66.43,69.199997,9
41315,32,5,1,20,57.810001,62.290001,38
41316,46,5,1,23,67.959999,53.189999,20
41316,46,5,2,23,56,54.650002,20
41319,142,5,1,35,77.25,82.879997,3
41319,142,5,2,33,71.260002,76.370003,3
41319,142,5,3,37,80.599998,80.290001,3
41319,142,5,4,37,67.059998,76.029999,3
41324,53,5,2,27,47.450001,46.860001,31
41324,53,5,1,26,46.549999,41.003811,31
41325,99,5,1,29,62.189999,60.779999,17
41325,99,5,2,29,68.040001,68.610001,17
41325,99,5,3,29,64.629997,73.142998,17
41326,53,5,1,27,64.690002,66.629997,47
41326,53,5,2,26,58.68,59.150002,47
41327,55,5,2,27,72.440002,73.160004,16
41327,55,5,1,28,54.259258,67.074074,16
41329,137,5,1,33,80.209999,83.639999,4
41329,137,5,2,32,74.709999,77.68,4
41329,137,5,4,34,81.410004,81.209999,4
41329,137,5,3,30,79.540718,85.498215,4
41330,109,5,1,36,77.620003,78.209999,8
41330,109,5,2,38,66.080002,67.370003,8
41330,109,5,3,35,63.481213,70.933334,8
41335,81,5,1,41,77.339996,81.919998,3
41335,81,5,2,40,67.540001,78.239998,3
41336,21,5,1,21,75,81,3
41338,38,5,1,26,27.690001,34.799999,46
41339,50,5,1,27,70.919998,76.379997,16
41339,50,5,2,23,73.300003,79.769997,16
41340,117,5,1,38,74.830002,82.720001,4
41340,117,5,2,37,70.900002,78.550003,4
41340,117,5,3,36,69.699997,75.199997,4
41342,79,5,1,40,84.379997,82.449997,9
41342,79,5,2,39,77.760002,78.029999,9
41343,98,5,1,35,70.099998,80.279999,6
41343,98,5,3,30,65.669998,76.169998,6
41343,98,5,2,33,65.067337,77.260002,6
41344,71,5,1,33,87.790001,87.550003,0
41344,71,5,2,38,86.550003,86.260002,0
41345,113,5,1,39,71.459999,73.260002,4
41345,113,5,2,36,68.309998,74.230003,4
41345,113,5,3,38,77.540001,75.080002,4
41346,80,5,2,40,87.019997,81.830002,5
41346,80,5,1,40,84.927689,78.076157,5
41347,96,5,1,31,75.470001,75.300003,5
41347,96,5,2,32,73.379997,75.309998,5
41347,96,5,3,33,82.054375,77.346252,5
41348,172,5,1,35,74.32,86.639999,8
41348,172,5,2,35,66.190002,80.900002,8
41348,172,5,4,34,66.169998,82,8
41348,172,5,5,34,72.25,87.879997,8
41348,172,5,3,34,65.897034,82.371109,8
41362,62,5,1,30,76.849998,83.809998,4
41362,62,5,2,25,62.790001,82.5,4
41363,107,5,1,37,74.309998,79.720001,8
41363,107,5,2,35,71.309998,76.470001,8
41363,107,5,3,35,76.739998,85.459999,8
41364,120,5,1,36,80.230003,80.330002,4
41364,120,5,2,36,78.18,74.529999,4
41364,120,5,3,37,67.720001,75.860001,4
41365,47,5,1,36,64,67,43
41366,84,5,1,37,76.410004,79.5,8
41366,84,5,2,36,71.379997,75.709999,8
41367,127,5,1,31,71.18,82.43,3
41367,127,5,2,33,78.769997,82.730003,3
41367,127,5,3,29,80.120003,82.360001,3
41367,127,5,4,34,81.660004,83.900002,3
41368,84,5,1,37,71.239998,77.190002,16
41368,84,5,2,36,73.239998,75.190002,16
41369,122,5,2,31,73.75,80.639999,4
41369,122,5,3,30,79.410004,85.529999,4
41369,122,5,1,34,78.001717,82.969711,4
41370,30,5,1,30,75.57,83.110001,4
41371,39,5,1,39,73.309998,79.639999,5
41381,66,5,1,33,66.559998,62.380001,30
41381,66,5,2,33,53.5,63.77,30
41382,121,5,2,40,68.32,72.910004,9
41382,121,5,3,41,68.440002,74.440002,9
41382,121,5,1,40,70.258888,74.544052,9
41383,177,5,1,35,80.449997,77.389999,2
41383,177,5,2,36,81.690002,80.059998,2
41383,177,5,3,36,77.690002,79.339996,2
41383,177,5,4,34,77.550003,74.730003,2
41383,177,5,5,36,72.580002,79.970001,2
41384,78,5,1,46,84.699997,84.470001,5
41384,78,5,2,32,76,81.150002,5
41385,160,5,1,40,75.849998,75.050003,6
41385,160,5,2,40,71.029999,78.800003,6
41385,160,5,3,40,72.150002,78.599998,6
41385,160,5,4,40,72.410004,78.620003,6
41390,120,5,1,36,83.029999,82.690002,3
41390,120,5,2,39,83.25,83.449997,3
41390,120,5,3,35,86.11692,82.845001,3
41391,113,5,1,36,68.830002,75.330002,5
41391,113,5,2,38,70.080002,76.580002,5
41391,113,5,3,39,74.089996,79.089996,5
41392,56,5,1,26,54.91,57.450001,25
41392,56,5,2,30,64.389999,67.269997,25
41394,60,5,2,30,76.849998,83.260002,3
41394,60,5,1,30,79.108925,78.820717,3
41397,31,5,1,31,82.279999,84.230003,0
41398,35,5,1,35,59.689999,74.720001,8
41399,68,5,1,30,74.860001,79.900002,32
41399,68,5,2,28,74.459999,78.389999,32
41400,94,5,2,30,64.370003,71.5,3
41400,94,5,3,31,68.790001,78.779999,3
41400,94,5,1,33,73.677094,80.898003,3
41402,120,5,2,36,65.68,75.790001,4
41402,120,5,3,37,71.580002,77.150002,4
41402,120,5,1,39,78.09684,80.872108,4
41403,21,5,1,21,76.099998,76.25,14
41406,85,5,1,37,55.970001,60.619999,26
41406,85,5,2,36,53.080002,58.73,26
41407,153,5,1,40,74.610001,81.970001,1
41407,153,5,3,36,68.470001,79.389999,1
41407,153,5,4,39,66.57,73.529999,1
41407,153,5,2,38,70.194572,76.82412,1
41408,73,5,1,37,67.209999,70.620003,15
41408,73,5,2,36,64.903435,69.438126,15
41409,117,5,1,38,82.449997,80.110001,2
41409,117,5,2,34,86.07,82.410004,2
41409,117,5,3,35,79.879997,82.940002,2
41411,29,5,1,29,62.700001,75.519997,32
41413,96,5,1,32,67.879997,65.809998,12
41413,96,5,2,33,69.529999,76.629997,12
41413,96,5,3,31,66.544518,70.545807,12
41415,63,5,1,34,76.879997,77.519997,4
41415,63,5,2,29,71.370003,74.93,4
41417,79,5,2,40,60.220001,68.190002,10
41417,79,5,1,39,68.252502,78.411247,10
41418,60,5,1,30,76.82,82.709999,5
41419,34,5,1,34,58.810001,71.650002,6
41420,104,5,1,35,68.330002,72.519997,15
41420,104,5,2,34,71.290001,68.5,15
41420,104,5,3,35,70.635452,72.178185,15
41421,23,5,1,23,42.32,51.23,66
41423,102,5,1,34,76.57,80.400002,7
41423,102,5,3,37,79.809998,85.610001,7
41423,102,5,2,33,74.606133,79.938385,7
41424,55,5,1,28,73.139999,72.910004,7
41424,55,5,2,27,62.73,77.089996,7
41425,116,5,1,35,65.610001,70.589996,6
41425,116,5,2,36,70.309998,76.309998,6
41425,116,5,3,35,65.519997,76.660004,6
41426,105,5,1,31,77,81.809998,5
41426,105,5,2,27,77.870003,84.099998,5
41426,105,5,3,31,81.830002,84.099998,5
41427,51,5,1,24,57.330002,61.950001,25
41427,51,5,2,27,52.568695,62.04565,25
41431,96,5,1,32,73.650002,83.480003,1
41431,96,5,2,33,78.190002,78.519997,1
41431,96,5,3,31,64.470001,76.769997,1
41432,69,5,1,33,74.669998,77.370003,16
41432,69,5,2,36,68.790001,73.940002,16
41433,76,5,1,37,85.870003,77.379997,3
41433,76,5,2,39,79.389999,77.150002,3
41434,116,5,1,39,59.709999,73.739998,4
41434,116,5,2,40,56.32,66.68,4
41434,116,5,3,37,62.299999,72.610001,4
41435,111,5,1,31,79.550003,79.709999,1
41435,111,5,2,36,72.169998,77.57,1
41435,111,5,3,32,76.129997,86.160004,1
41436,120,5,1,39,79.970001,80.43,3
41436,120,5,2,41,74.239998,75.32,3
41436,120,5,3,40,72.160004,77.68,3
41437,61,5,1,31,74.139999,77.029999,3
41437,61,5,2,30,73.720001,79.550003,3
41440,80,5,1,40,65.419998,77.419998,2
